,tweets,clusterID
1788,were taking a break from chronicling new york subway woes to appreciate one of the best parts about riding the tra  ,352
1789,  no one is going to invite you to take pa  you have to invite yourself     this is rakhia ismail  she is thought to be the,352
1790,not since the 2000 primary have democratic presidential candidates held a prolonged discussion about restricting gu  ,353
1791,new orleans chef and civil rights icon leah chase who created the citys first whitetablecloth restaurant for bla  ,354
1792,new orleans chef and civil rights icon leah chase who created the citys first whitetablecloth restaurant for bla  ,354
1793,new orleans chef and civil rights icon leah chase who created the citys first whitetablecloth restaurant for bla  ,354
1794,  were remembering legendary chef leah chase who died on saturday at age 96       met,354
1795,new orleans chef and civil rights icon leah chase who created the citys first whitetablecloth restaurant for bla  ,354
1796,  after 72 people died in the grenfell tower fire two years ago the british government promised nothing like that could ever,361
1797,the fda has been wary of cannabisderived products but its under increasing pressure from congress to help them g  ,363
1798,  the cwc19 is under way      england  v  south africa     join us for all the action from the oval live   online  ht,366
1799,  were just days away from  tv premiere on  and  when we show you how our reporters uncovered the,369
1800,  as of last month mick jagger and keith richards signed over all their publishing for bittersweet symphony which was a truly,369
1801,  thread indian newspapers on a resounding win for pm modi and his bjp party  ,370
1802,  with a tiny camera hidden in his glasses one man took this undercover footage of people smugglers transporting west a,373
1803,supporters of narendra modi celebrate as indias pm secures another fiveyear term in landslide general election wi  ,374
1804,  people who turned up at the yoga class were arrested and accused of wearing inappropriate outfits and behaving inap,376
1805,  surviving my daughters sudden death  ,377
1806,my life changed by 180 degrees since i started running    the running club in saudi arabia which empowers women thr  ,379
1807,  ft wales 2113 england    the defining match of this years sixnations wales have beaten england after an absorbing battle i,380
1808,  watch highlights as england beat euro 2017 finalists denmark in their penultimate friendly before the womens world cup    her,380
1809,  plans to expand the 2022 world cup to 48 teams have been abandoned by fifa    developing story   https,380
1810,  prime minister narendra modi broke his silence on twitter as the bjp continued to show a commanding lead electionresults201,381
1811, made me want to become an irish citizen  ,382
1812,  are you a citizen of  who has been impacted by the ransomware attack     we want to hear from you     email u,382
1813,  as facebook announces plans to launch its own cryptocurrency next year we want to know would you trust facebook enough to,383
1814,  wenger or ferguson    robin van persie had some tough questions to answer   ,384
1815,  at first they accused me of being a sex worker meet the woman fighting back against indias rape culture  ,385
1816,  history made     the first black woman has been appointed to lead an oxbridge college  ,385
1817,  homeless teenager gets 3m in college scholarships  ,385
1818,you should feel free to pursue your love     three couples celebrate taiwan legalising samesex marriage with a ve  ,387
1819,thomas gilbert jr a princeton graduate accused of fatally shooting his wealthy father after his parents reduced h  ,388
1820, morgan will pay 5m in historic settlement over parental leave for fathers  ,388
1821,  my story on  latest endeavor and the concern that it will trash the night sky and wreak havoc on astronomy resea,389
1822,  so heres the story from a to z   ,389
1823,this was the remarkable scene in australia as a fireball believed to be a meteor lit up the night sky     tap to  ,389
1824,  broadways box office has been booming for six years now attendance is surging too thanks to rising tourism in nyc,390
